group,group_definition,node_windows,node_window_ratio,valid_values,MAE,RMSE,bias,MAE@h1,RMSE@h1,bias@h1,valid@h1,MAE@h3,RMSE@h3,bias@h3,valid@h3,MAE@h6,RMSE@h6,bias@h6,valid@h6,MAE@h12,RMSE@h12,bias@h12,valid@h12,county,model,result_dir,STID_MAE,STID_RMSE,STID_bias,STID_MAE@h1,STID_MAE@h3,STID_MAE@h6,STID_MAE@h12,delta_vs_STID_MAE,delta_vs_STID_RMSE,delta_vs_STID_bias,delta_vs_STID_MAE@h1,delta_vs_STID_MAE@h3,delta_vs_STID_MAE@h6,delta_vs_STID_MAE@h12
history_only,"history has accident, future has no accident",6005,0.0022250794803577913,57919,12.162427993079168,21.365645787043448,-1.8749189422111607,10.731906915297072,18.802321397842793,-0.5555873186079536,4841,11.614315335011714,20.29095873417358,-1.5638090492108156,4837,12.3997432814748,21.75668980062549,-2.2057560557203635,4822,13.002122184907051,22.68823620043134,-2.7932726824607794,4817,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,12.259477005764937,21.624646457586874,-2.244124743875012,10.833444352239598,11.681865804915539,12.464347924794561,13.001813812921075,-0.09704901268576904,-0.25900067054342557,0.3692058016638513,-0.10153743694252526,-0.06755046990382496,-0.06460464331976112,0.00030837198597666315
ongoing,history has accident and future has accident,708,0.0002623407613810685,6577,13.166393463891094,22.87616126560333,-1.3829764896420083,11.087865071374578,19.061458718718242,0.2919870366202076,551,11.764502331830453,20.78008669055224,-0.7496952941452247,552,12.947769621971947,21.37663448963631,-1.2353479485762746,551,14.082976944306317,24.322118294578082,-2.3364646434783936,544,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,13.272860226160635,23.118907150300064,-1.6890335895015745,11.14393586645109,11.67118847888449,12.984858088830855,14.340612762114581,-0.106466762269541,-0.24274588469673475,0.3060570998595662,-0.05607079507651136,0.09331385294596295,-0.037088466858907765,-0.2576358178082643
post_last_slot,last history slot has accident,1087,0.0004027745870356235,10466,12.68557666360865,21.925930961056345,-1.6317591019303672,11.220996973997911,19.47686259822107,0.3261418179661918,878,12.021701373423246,21.307069797743612,-1.6972945070864809,877,12.653172291806785,21.377388814745558,-1.5035260982361187,877,13.147121802572551,22.648824681214826,-2.566574439080593,869,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,12.848848757314654,22.30497606333376,-1.9595893358332281,11.257250331800456,11.92948017533584,12.848875291535085,13.303398000631564,-0.16327209370600393,-0.3790451022774164,0.3278302339028609,-0.03625335780254524,0.09222119808740636,-0.19570299972830085,-0.15627619805901283
future_any,future window has accident,6713,0.0024874202417388596,64769,12.441751340958469,22.194418609508215,-1.813122980013285,10.701678664569794,18.610939625498037,-0.7212280154603986,5393,11.554267142829817,20.634764757479168,-1.331431076380473,5399,12.486262814727636,22.199071584722567,-1.7490126056522848,5402,13.560559004180286,23.90300179425593,-2.6562487883558963,5390,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,12.526815350731647,22.376419923788863,-2.0504013906341445,10.78085548122186,11.606131895446495,12.485597135225344,13.735354694939721,-0.08506400977317874,-0.18200131428064736,0.23727841062085941,-0.07917681665206544,-0.051864752616678444,0.000665679502292349,-0.17479569075943502
history_any,history window has accident,6713,0.0024874202417388596,64496,12.264807614520713,21.52453547312039,-1.8247529971218086,10.768281639506625,18.828965991270756,-0.4689750140781572,5392,11.629699251164663,20.341601347938898,-1.480418601136058,5389,12.455943255457337,21.71802099088446,-2.106240858074098,5373,13.111800363316862,22.85935641179164,-2.746918626161592,5361,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,12.3628168550859,21.78171838242721,-2.1875191451124505,10.865172981862145,11.68077218782528,12.51772616620883,13.137666489868506,-0.09800924056518667,-0.2571829093068203,0.3627661479906419,-0.09689134235551933,-0.051072936660617074,-0.06178291075149289,-0.02586612655164444
all,all test node-windows,2569280,1.0,25695167,10.771665445879375,20.984629804302653,-0.8499706187603538,9.0709202597802,16.597378050643442,-0.2628784141633418,2141214,9.942673433188805,18.92803950616572,-0.5598184888908087,2141228,10.773242116444468,20.969342330172292,-0.7342153978413049,2141261,12.048096961377311,23.734351445848855,-1.329205883143336,2141332,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,10.771665445879375,20.984629804302653,-0.8499706187603538,9.0709202597802,9.942673433188805,10.773242116444468,12.048096961377311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_event,no accident in history or future window,2561490,0.9969680221696351,25615356,10.761135351778831,20.968340321613656,-0.8519677181388682,9.062703767206715,16.5844714968321,-0.26387034451874414,2134559,9.932669790958583,18.910987505931715,-0.5616297950005896,2134577,10.762408695350723,20.950950405423853,-0.7370445572179255,2134612,12.036689920325369,23.718992546198713,-1.3301783471899482,2134682,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,10.761135351778831,20.968340321613656,-0.8519677181388682,9.062703767206715,9.932669790958583,10.762408695350723,12.036689920325369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
future_onset,"history has no accident, future has accident",3671,0.0014288049570307635,37507,14.289930244108339,26.37771097856272,0.5376571985615419,11.550214152024742,19.781085983441383,0.3849488928742354,3124,13.238300131713203,23.88504264990645,0.833127708569422,3123,14.430613017402957,27.051252421465176,1.1383859474333642,3122,15.822356880548508,29.024397737295242,-0.2968861420340313,3132,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,14.289930244108339,26.37771097856272,0.5376571985615419,11.550214152024742,13.238300131713203,14.430613017402957,15.822356880548508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_only,"history has accident, future has no accident",3674,0.001429972599327438,37510,14.082855394852063,25.123868470221375,-1.0149599760254362,11.910496673047904,20.923779131110873,-0.3529210073884704,3131,13.061997416682138,23.549052286735122,-0.7047516905080777,3130,14.023700026075108,25.445752205417115,-0.80793163591122,3127,15.80764687829539,27.909983720954582,-1.8847390615469983,3119,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,14.082855394852063,25.123868470221375,-1.0149599760254362,11.910496673047904,13.061997416682138,14.023700026075108,15.80764687829539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ongoing,history has accident and future has accident,445,0.00017320027400672563,4794,13.601980627105293,24.497568437912886,0.2553515428297212,11.327006816864014,19.638557524900655,0.6757049369812012,400,13.203382827528758,24.69536339441143,-0.6355611043958808,398,14.629290256500244,25.502530481763195,0.3243556880950928,400,14.061470605376968,24.209303185424208,0.11290729494023144,399,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,13.601980627105293,24.497568437912886,0.2553515428297212,11.327006816864014,13.203382827528758,14.629290256500244,14.061470605376968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post_last_slot,last history slot has accident,664,0.0002584381616639681,6879,14.166630811063264,26.00176051717878,-0.6931363363774784,11.924249519228312,21.053538336367755,0.5327642683791448,573,13.94429891092794,26.24642261219067,-0.4530789502017148,572,14.243482805335004,26.845844728884252,-0.9961272397248642,575,14.915775565834313,26.284553733773198,-1.0715327296223673,572,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,14.166630811063264,26.00176051717878,-0.6931363363774784,11.924249519228312,13.94429891092794,14.243482805335004,14.915775565834313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
future_any,future window has accident,4116,0.0016020052310374891,42301,14.211964429020867,26.171420584538367,0.5056632486450111,11.524878433695175,19.76495956607833,0.4179517689682163,3524,13.234353249400083,23.978010976387868,0.6671129252144776,3521,14.453176932738357,26.879853371864083,1.0459350096373854,3522,15.623378186481123,28.52106443378349,-0.2505798285826513,3531,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,14.211964429020867,26.171420584538367,0.5056632486450111,11.524878433695175,13.234353249400083,14.453176932738357,15.623378186481123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_any,history window has accident,4119,0.0016031728733341636,42304,14.02836136359851,25.053681298353307,-0.8710049230284121,11.844397296111465,20.782178560028694,-0.23639577078569446,3531,13.077947503044491,23.68114704891284,-0.6969461884358032,3528,14.092380856805189,25.452198007462066,-0.6795180623308944,3527,15.60960134340322,27.515299988385483,-1.6581725748917675,3518,ContraCosta,STID,BasicTS/checkpoints/STID/TraffiDent_ContraCosta_2023Q1_100_12_12_pure/dcfedb4404ed19f835999f1b5b0aeeb5/test_results,14.02836136359851,25.053681298353307,-0.8710049230284121,11.844397296111465,13.077947503044491,14.092380856805189,15.60960134340322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,all test node-windows,2569280,1.0,25695167,10.877373028943536,21.068586675630634,-0.8167730304194797,9.11935182418712,16.636385179027748,-0.5939958724135475,2141214,10.025751610903884,19.018082126017443,-0.6998857233292174,2141228,10.88205429461308,21.073719507606086,-0.7562681734782244,2141261,12.18753255129284,23.788655546733377,-1.0410111537349693,2141332,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,10.771665445879375,20.984629804302653,-0.8499706187603538,9.0709202597802,9.942673433188805,10.773242116444468,12.048096961377311,0.10570758306416117,0.08395687132798102,0.03319758834087416,0.0484315644069202,0.08307817771507864,0.10881217816861266,0.13943558991552862
no_event,no accident in history or future window,2561490,0.9969680221696351,25615356,10.866269045802056,21.052115912092646,-0.8197104759618178,9.11092150284321,16.623636339216603,-0.5948737702524268,2134559,10.015415759187887,19.000979076069083,-0.7016977461450428,2134577,10.870738793074572,21.055368823978053,-0.7596453836160052,2134612,12.17540597088934,23.77282499956808,-1.043380408737951,2134682,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,10.761135351778831,20.968340321613656,-0.8519677181388682,9.062703767206715,9.932669790958583,10.762408695350723,12.036689920325369,0.10513369402322503,0.08377559047898941,0.032257242177050394,0.04821773563649501,0.08274596822930391,0.10833009772384905,0.1387160505639713
future_onset,"history has no accident, future has accident",3671,0.0014288049570307635,37507,14.314551243077855,26.34891375104336,0.6271882330906955,11.55854310391044,19.658081525106002,0.05223180328838041,3124,13.295329122943372,23.843992484857914,0.5964914823318955,3123,14.393494043344111,26.999224055287513,1.0708208481216186,3122,15.895656249532298,29.044949560055503,0.3133888317707398,3132,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,14.289930244108339,26.37771097856272,0.5376571985615419,11.550214152024742,13.238300131713203,14.430613017402957,15.822356880548508,0.02462099896951564,-0.028797227519362423,0.08953103452915356,0.008328951885697933,0.05702899123016891,-0.037118974058845566,0.07329936898378975
history_only,"history has accident, future has no accident",3674,0.001429972599327438,37510,14.542673299815362,25.27078572835732,-0.45602292513663023,12.12829638090959,21.040710232946836,-0.7426543441377711,3131,13.313204141927603,23.654505463771596,-0.7488901156586961,3130,14.535106122169703,25.61362646891207,-0.4413032251156135,3127,16.317932386970092,28.0471058408425,-1.0589881657254585,3119,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,14.082855394852063,25.123868470221375,-1.0149599760254362,11.910496673047904,13.061997416682138,14.023700026075108,15.80764687829539,0.4598179049633,0.14691725813594658,0.558937050888806,0.2177997078616869,0.2512067252454653,0.5114060960945945,0.510285508674702
ongoing,history has accident and future has accident,445,0.00017320027400672563,4794,14.638229002493045,25.851716476843258,0.7590003134958636,11.504265365600586,19.598539763094468,0.2074574375152588,400,13.950974469208838,25.886077874005252,-0.7684906331738036,398,15.302925434112549,26.257757064677964,0.5437024402618408,400,15.67088138130972,26.242037725082426,1.1436788037904821,399,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,13.601980627105293,24.497568437912886,0.2553515428297212,11.327006816864014,13.203382827528758,14.629290256500244,14.061470605376968,1.0362483753877516,1.3541480389303722,0.5036487706661423,0.17725854873657276,0.7475916416800796,0.6736351776123044,1.6094107759327514
post_last_slot,last history slot has accident,664,0.0002584381616639681,6879,15.011666934665925,27.20172633243071,-0.23419549517514385,12.201651947660595,21.097334646801023,0.03883166754224954,573,14.468210453753704,27.043616047668777,-0.7359950459086811,572,14.829808973229449,27.898837394026156,-0.8200672050144362,575,16.078946533736648,27.971629863519446,-0.1968263145926949,572,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,14.166630811063264,26.00176051717878,-0.6931363363774784,11.924249519228312,13.94429891092794,14.243482805335004,14.915775565834313,0.8450361236026609,1.1999658152519288,0.4589408412023346,0.2774024284322838,0.5239115428257648,0.5863261678944447,1.1631709679023352
future_any,future window has accident,4116,0.0016020052310374891,42301,14.351233850046578,26.293038514858367,0.642126549829228,11.552382344690814,19.65133234964028,0.06985111323171522,3524,13.369440747742896,24.083503668766387,0.44219926174849616,3521,14.496779650331288,26.91604246595371,1.0109548444168464,3522,15.870256716183446,28.74192431948295,0.4072108045916691,3531,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,14.211964429020867,26.171420584538367,0.5056632486450111,11.524878433695175,13.234353249400083,14.453176932738357,15.623378186481123,0.13926942102571083,0.12161793031999935,0.1364633011842169,0.027503910995639202,0.13508749834281275,0.04360271759293077,0.2468785297023235
history_any,history window has accident,4119,0.0016031728733341636,42304,14.553502057576143,25.337287510999808,-0.3183332972014365,12.057604857525519,20.88234070285189,-0.6350233963345442,3531,13.385152036100289,23.916675247383075,-0.7511013132644618,3528,14.622185046523429,25.687489684104655,-0.32959297273190796,3527,16.24454583194596,27.848264132786685,-0.8091687912152123,3518,ContraCosta,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_accident/5b781156b6d58c7302fe76f33c98474e/test_results,14.02836136359851,25.053681298353307,-0.8710049230284121,11.844397296111465,13.077947503044491,14.092380856805189,15.60960134340322,0.5251406939776331,0.2836062126465002,0.5526716258269757,0.21320756141405361,0.3072045330557973,0.5298041897182397,0.6349444885427395
all,all test node-windows,2569280,1.0,25695167,10.785402236342733,20.956129728564278,-0.8031189858355099,9.076804399863816,16.60413675841229,-0.34270678305278135,2141214,9.958355395245158,18.930845290304102,-0.4872312333968303,2141228,10.790428389801617,20.927488445885153,-0.868487427932817,2141261,12.058441486420602,23.70663837720116,-1.1128027399297347,2141332,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,10.771665445879375,20.984629804302653,-0.8499706187603538,9.0709202597802,9.942673433188805,10.773242116444468,12.048096961377311,0.013736790463358517,-0.028500075738374875,0.046851632924843956,0.005884140083615819,0.015681962056353527,0.017186273357149062,0.010344525043290531
no_event,no accident in history or future window,2561490,0.9969680221696351,25615356,10.774399060665017,20.938819515321793,-0.8042123703078365,9.068370709125398,16.5910094476179,-0.3434375760046118,2134559,9.947889474267033,18.912900669456356,-0.4887823444246982,2134577,10.779143326896175,20.9082271002074,-0.8702622164065816,2134612,12.046733526937501,23.690568067336553,-1.1134766716534066,2134682,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,10.761135351778831,20.968340321613656,-0.8519677181388682,9.062703767206715,9.932669790958583,10.762408695350723,12.036689920325369,0.013263708886185555,-0.029520806291863266,0.047755347831031636,0.0056669419186832215,0.015219683308449916,0.01673463154545196,0.01004360661213255
future_onset,"history has no accident, future has accident",3671,0.0014288049570307635,37507,14.366251165993285,26.41520334827809,0.5148861964630534,11.593586839878604,19.83026002739591,0.28018728322164654,3124,13.402794035741469,23.9405719229496,0.8687033114279076,3123,14.430841781938787,26.950989886320976,0.738214274082025,3122,15.865757923930085,29.05578936445624,0.08078903013110009,3132,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,14.289930244108339,26.37771097856272,0.5376571985615419,11.550214152024742,13.238300131713203,14.430613017402957,15.822356880548508,0.0763209218849461,0.03749236971536973,-0.02277100209848848,0.0433726878538625,0.1644939040282658,0.00022876453583009493,0.0434010433815768
history_only,"history has accident, future has no accident",3674,0.001429972599327438,37510,14.328640422653242,25.532249115486753,-1.4829610201683847,12.054981487545865,21.075754531579275,-0.5479773037428294,3131,13.221404920827847,23.90814493146593,-0.7522121051629892,3130,14.350720097243233,25.922511698185794,-1.3707615260998587,3127,15.904365862436347,28.10270307043257,-2.070447165295649,3119,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,14.082855394852063,25.123868470221375,-1.0149599760254362,11.910496673047904,13.061997416682138,14.023700026075108,15.80764687829539,0.24578502780117972,0.4083806452653782,-0.4680010441429485,0.1444848144979609,0.15940750414570992,0.3270200711681248,0.09671898414095637
ongoing,history has accident and future has accident,445,0.00017320027400672563,4794,13.837926906797355,25.027049903417947,0.04667164019161729,11.114081544876099,19.084851368988424,0.29904678344726565,400,13.400661890231186,25.266258246390404,-0.7238870266094879,398,14.767734222412109,25.64855201705285,-0.011127948760986328,400,14.746995012861744,25.323745202630068,0.6095499597994009,399,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,13.601980627105293,24.497568437912886,0.2553515428297212,11.327006816864014,13.203382827528758,14.629290256500244,14.061470605376968,0.23594627969206172,0.5294814655050608,-0.20867990263810393,-0.2129252719879151,0.19727906270242812,0.1384439659118648,0.6855244074847757
post_last_slot,last history slot has accident,664,0.0002584381616639681,6879,14.425634117697644,26.458295535723344,-1.1547163735816846,11.970666189676388,20.942068036746868,0.18663478272123488,573,14.14892462750415,26.669799463943576,-0.670134237596205,572,14.407382719620415,27.08311405355083,-1.6330655437967052,575,15.129725983092834,26.80164300881776,-0.907726007741648,572,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,14.166630811063264,26.00176051717878,-0.6931363363774784,11.924249519228312,13.94429891092794,14.243482805335004,14.915775565834313,0.25900330663438,0.4565350185445638,-0.46158003720420615,0.0464166704480764,0.20462571657620998,0.16389991428541073,0.2139504172585216
future_any,future window has accident,4116,0.0016020052310374891,42301,14.306375707662099,26.261570044883577,0.461823016215587,11.539159411063395,19.747066025501844,0.28232796589984527,3524,13.40255290721838,24.09407919549993,0.6886831639470515,3521,14.469103532105532,26.806255038116404,0.6531101543073421,3522,15.739338509930459,28.658438121798177,0.1405384503421011,3531,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,14.211964429020867,26.171420584538367,0.5056632486450111,11.524878433695175,13.234353249400083,14.453176932738357,15.623378186481123,0.09441127864123189,0.09014946034520932,-0.043840232429424086,0.014280977368219538,0.16819965781829715,0.015926599367174887,0.11596032344933604
history_any,history window has accident,4119,0.0016031728733341636,42304,14.27303153970779,25.475502059237392,-1.3096191540428082,11.948394076407581,20.85976629658499,-0.45202446902179744,3531,13.241627302840183,24.065191860143983,-0.7490167163667225,3528,14.398013870676213,25.891587514466142,-1.2165645029377863,3527,15.773100919653029,27.801492284686145,-1.7664905057975417,3518,ContraCosta,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_ContraCosta_2023Q1_100_12_12_gated_accident/895b18270447cef32d32ee42e7bb34f8/test_results,14.02836136359851,25.053681298353307,-0.8710049230284121,11.844397296111465,13.077947503044491,14.092380856805189,15.60960134340322,0.24467017610927932,0.42182076088408493,-0.438614231014396,0.10399678029611614,0.16367979979569114,0.3056330138710237,0.1634995762498086
